Local time in Moscow;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;Ee;sss
"06.06.2019 09:00";"24.6";"754.5";"768.2";"0.2";"37";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"8.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"06.06.2019 06:00";"15.9";"754.3";"768.2";"0.4";"80";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.6";"";"";"";"";"";"";"10.0";"12.5";"No precipitation";"12";"";"";"";"";
"06.06.2019 03:00";"14.0";"753.9";"767.9";"0.3";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"06.06.2019 00:00";"17.6";"753.6";"767.5";"0.5";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"05.06.2019 21:00";"20.7";"753.1";"766.9";"-0.2";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.7";"";"";"";"";"";"10.0";"8.2";"No precipitation";"12";"";"";"";"";
"05.06.2019 18:00";"25.6";"753.3";"766.9";"-0.7";"26";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.9";"No precipitation";"12";"";"";"";"";
"05.06.2019 15:00";"26.0";"754.0";"767.8";"-0.8";"24";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.8";"";"";"";"";"";"";
"05.06.2019 12:00";"24.1";"754.8";"768.6";"-0.1";"28";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.4";"";"";"";"";"";"";
"05.06.2019 09:00";"21.5";"754.9";"768.9";"0.0";"37";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"6.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"05.06.2019 06:00";"13.8";"754.9";"769.2";"0.6";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"10.3";"No precipitation";"12";"";"";"";"";
"05.06.2019 03:00";"11.7";"754.3";"768.7";"0.3";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"05.06.2019 00:00";"15.7";"754.0";"768.1";"0.6";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"04.06.2019 21:00";"19.3";"753.4";"767.4";"-0.1";"36";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"24.3";"";"";"";"";"";"10.0";"3.7";"No precipitation";"12";"";"";"";"";
"04.06.2019 18:00";"23.0";"753.5";"767.3";"-0.9";"24";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.4";"No precipitation";"12";"";"";"";"";
"04.06.2019 15:00";"22.8";"754.4";"768.2";"-0.8";"25";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.5";"";"";"";"";"";"";
"04.06.2019 12:00";"21.2";"755.2";"769.1";"-0.3";"28";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.9";"";"";"";"";"";"";
"04.06.2019 09:00";"18.6";"755.5";"769.5";"0.5";"33";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"8.3";"";"";"";"";"";"";"10.0";"1.8";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"04.06.2019 06:00";"11.3";"755.0";"769.4";"0.7";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.3";"";"";"";"";"";"";"10.0";"8.4";"No precipitation";"12";"";"";"";"";
"04.06.2019 03:00";"8.8";"754.3";"768.7";"0.9";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"04.06.2019 00:00";"10.8";"753.4";"767.8";"1.0";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"03.06.2019 21:00";"16.9";"752.4";"766.4";"1.3";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.5";"";"";"";"";"";"10.0";"3.4";"No precipitation";"12";"";"";"";"";
"03.06.2019 18:00";"19.2";"751.1";"765.1";"0.3";"32";"Wind blowing from the north-northwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.1";"No precipitation";"12";"";"";"";"";
"03.06.2019 15:00";"19.5";"750.8";"764.8";"0.7";"34";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.1";"";"";"";"";"";"";
"03.06.2019 12:00";"16.6";"750.1";"764.1";"1.9";"54";"Wind blowing from the north";"4";"";"10";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.3";"";"";"";"";"";"";
"03.06.2019 09:00";"18.1";"748.2";"762.1";"1.3";"55";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";" ";"";"";"14.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"14.0";"";"";
"03.06.2019 06:00";"16.4";"746.9";"760.9";"0.7";"77";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.3";"No precipitation";"12";"";"";"";"";
"03.06.2019 03:00";"14.9";"746.2";"760.3";"0.7";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"03.06.2019 00:00";"19.0";"745.5";"759.3";"0.2";"61";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"02.06.2019 21:00";"21.4";"745.3";"759.1";"-0.3";"51";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"26.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.7";"No precipitation";"12";"";"";"";"";
"02.06.2019 18:00";"24.5";"745.6";"759.1";"-1.4";"36";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.4";"No precipitation";"12";"";"";"";"";
"02.06.2019 15:00";"25.6";"747.0";"760.5";"-1.4";"36";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.3";"";"";"";"";"";"";
"02.06.2019 12:00";"23.9";"748.4";"762.1";"-1.3";"43";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.4";"";"";"";"";"";"";
"02.06.2019 09:00";"18.5";"749.7";"763.6";"-0.5";"62";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"9.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.0";"No precipitation";"12";"Surface of ground moist.";"11.0";"";"";
"02.06.2019 06:00";"13.8";"750.2";"764.3";"-0.2";"83";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.0";"No precipitation";"12";"";"";"";"";
"02.06.2019 03:00";"10.1";"750.4";"764.8";"0.2";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"02.06.2019 00:00";"12.6";"750.2";"764.5";"0.6";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"01.06.2019 21:00";"18.5";"749.6";"763.6";"0.4";"51";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"22.5";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.1";"No precipitation";"12";"";"";"";"";
"01.06.2019 18:00";"20.4";"749.2";"763.0";"0.1";"48";"Wind blowing from the north-northwest";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.1";"No precipitation";"12";"";"";"";"";
"01.06.2019 15:00";"20.4";"749.1";"762.9";"0.2";"48";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.9";"";"";"";"";"";"";
"01.06.2019 12:00";"20.9";"748.9";"762.7";"0.1";"42";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"7.5";"";"";"";"";"";"";
"01.06.2019 09:00";"19.7";"748.8";"762.7";"0.9";"43";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"6.7";"No precipitation";"12";"Surface of ground moist.";"13.0";"";"";
"01.06.2019 06:00";"15.6";"747.9";"761.9";"0.2";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.6";"No precipitation";"12";"";"";"";"";
"01.06.2019 03:00";"14.7";"747.7";"761.8";"-0.1";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"01.06.2019 00:00";"16.6";"747.8";"761.8";"0.3";"90";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"14.9";"";"";"";"";"";"";
"31.05.2019 21:00";"19.9";"747.5";"761.3";"-0.2";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"23.8";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.7";"0.7";"12";"";"";"";"";
"31.05.2019 18:00";"23.1";"747.7";"761.4";"-0.9";"59";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.7";"0.7";"12";"";"";"";"";
"31.05.2019 15:00";"21.9";"748.6";"762.3";"-1.0";"65";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.9";"";"";"";"";"";"";
"31.05.2019 12:00";"18.6";"749.6";"763.5";"-0.8";"81";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"31.05.2019 09:00";"16.8";"750.4";"764.5";"-0.6";"83";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"13.9";"No precipitation";"12";"Surface of ground moist.";"16.0";"";"";
"31.05.2019 06:00";"15.3";"751.0";"765.1";"-0.4";"86";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"12.9";"0.1";"12";"";"";"";"";
"31.05.2019 03:00";"15.8";"751.4";"765.5";"-0.1";"86";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"13.5";"";"";"";"";"";"";
"31.05.2019 00:00";"16.5";"751.5";"765.5";"0.6";"85";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"";"14.0";"";"";"";"";"";"";
"30.05.2019 21:00";"18.7";"750.9";"764.8";"0.3";"87";"Wind blowing from the north-northeast";"1";"";"";"60%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"28.5";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.4";"1.0";"12";"";"";"";"";
"30.05.2019 18:00";"19.9";"750.6";"764.5";"1.3";"85";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"1.0";"12";"";"";"";"";
"30.05.2019 15:00";"28.3";"749.3";"762.7";"0.4";"35";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.3";"";"";"";"";"";"";
"30.05.2019 12:00";"27.1";"748.9";"762.2";"0.0";"45";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"30.05.2019 09:00";"24.6";"748.9";"762.3";"0.3";"48";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"19.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"18.0";"";"";
"30.05.2019 06:00";"21.1";"748.6";"762.4";"0.0";"60";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"19.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.1";"No precipitation";"12";"";"";"";"";
"30.05.2019 03:00";"20.1";"748.6";"762.4";"0.2";"60";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"12.0";"";"";"";"";"";"";
"30.05.2019 00:00";"22.4";"748.4";"762.1";"0.4";"47";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"10.4";"";"";"";"";"";"";
"29.05.2019 21:00";"24.4";"748.0";"761.5";"0.2";"40";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"9.9";"No precipitation";"12";"";"";"";"";
